item,itemLabel,startDate,endDate,sourceDate,psid
Q111079375,Joseph Ajayi,1999-07,2005-09,,Q111079375-1A897B67-0CFA-494D-846D-919DEDB90B3F
Q111079373,A.M. Halidu-Giwa,2005-12,2007-08,,Q111079373-8CF381AC-D44C-40B5-B5C5-C38C4BB99D44
Q111079384,Mohammed Said,2005-12,2007-08,,Q111079384-7D93866A-D180-48FF-ABC1-6B719EF474E6
Q21063459,Babagana Monguno,2009-07,2011-09,,Q21063459-FEC0B537-D67B-4AFD-9CD6-98BD46416F84
Q111079377,Sani Yakubu Audu,2011-09,2014-02,,Q111079377-DEE47A40-9166-46D8-9231-91CA7D868664
Q111079378,Gabriel Okoi,2014-02,2015-07,,Q111079378-49D76E11-53A1-4D8D-A772-7BF6282A18DE
Q21063488,Riku Morgan,2015-07,2016-01,,Q21063488-14F54E44-E181-4CA8-8C32-B81BB86A15BC
Q111079379,John Saduana Davies,2016-01,2016-07,,Q111079379-F103ADDA-293B-4EE3-A62A-6A05BE807435
Q111079380,Mohammed Saliu Usman,2016-07,2021-02,,Q111079380-C479B00C-A0CD-4FEF-BE98-4B7627AFB47D
Q112110109,Samuel Adebayo,2021-02,,2022-05-22,Q112110109-1C5D0A0C-E0A6-4350-A428-566D0D0E0171
